;company;company_id
178;{'name': 'David-Anderson', 'catchPhrase': 'Networked mobile standardization', 'bs': 'streamline global networks'};18716.0
179;{'name': 'Adams and Sons', 'catchPhrase': 'Open-source motivating adapter', 'bs': 'empower e-business deliverables'};3276.0
180;{'name': 'Collier-Luna', 'catchPhrase': 'Customer-focused bottom-line encryption', 'bs': 'envisioneer synergistic synergies'};7603.0
185;{'name': 'Chan, Chan and Williams', 'catchPhrase': 'Implemented contextually-based customer loyalty', 'bs': 'matrix dot-com experiences'};13227.0
186;{'name': 'Stephens, Davis and Middleton', 'catchPhrase': 'Grass-roots full-range array', 'bs': 'optimize impactful communities'};5894.0
187;{'name': 'Wright-Shepherd', 'catchPhrase': 'Sharable multimedia productivity', 'bs': 'strategize distributed info-mediaries'};16451.0
188;{'name': 'Robinson Ltd', 'catchPhrase': 'Team-oriented static conglomeration', 'bs': 'deliver one-to-one deliverables'};17984.0
190;{'name': 'Fisher, Campbell and Ellis', 'catchPhrase': 'Pre-emptive user-facing neural-net', 'bs': 'enable leading-edge e-services'};16390.0
191;{'name': 'Chandler and Sons', 'catchPhrase': 'De-engineered mobile core', 'bs': 'implement robust paradigms'};17090.0
193;{'name': 'Meadows-Hunt', 'catchPhrase': 'Persevering composite product', 'bs': 'repurpose next-generation e-tailers'};21744.0
195;{'name': 'Jones LLC', 'catchPhrase': 'Customer-focused disintermediate toolset', 'bs': 'evolve intuitive schemas'};13762.0
197;{'name': 'Chapman PLC', 'catchPhrase': 'Proactive next generation intranet', 'bs': 'iterate 24/7 channels'};7286.0
198;{'name': 'Adams-Navarro', 'catchPhrase': 'Balanced static support', 'bs': 'envisioneer magnetic portals'};19021.0
199;{'name': 'Fleming-Williams', 'catchPhrase': 'Multi-tiered stable secured line', 'bs': 'benchmark mission-critical metrics'};13121.0
200;{'name': 'Palmer-Schmitt', 'catchPhrase': 'Innovative next generation instruction set', 'bs': 'deliver robust markets'};9251.0
201;{'name': 'Anderson Ltd', 'catchPhrase': 'Right-sized leadingedge access', 'bs': 'synergize mission-critical functionalities'};13025.0
202;{'name': 'Taylor Ltd', 'catchPhrase': 'Multi-layered maximized Internet solution', 'bs': 'transform cross-platform portals'};15057.0
204;{'name': 'Mcbride-Sharp', 'catchPhrase': 'Cross-platform content-based functionalities', 'bs': 'envisioneer dynamic e-tailers'};2317.0
205;{'name': 'Diaz, Cruz and Jimenez', 'catchPhrase': 'Decentralized cohesive utilization', 'bs': 'brand enterprise content'};6621.0
206;{'name': 'Nichols-Orozco', 'catchPhrase': 'Focused next generation info-mediaries', 'bs': 'integrate visionary architectures'};25334.0
209;{'name': 'Mendoza Inc', 'catchPhrase': 'Total scalable info-mediaries', 'bs': 'visualize viral web services'};13692.0
212;{'name': 'Richards, Mccullough and Johnson', 'catchPhrase': 'Optional multi-tasking neural-net', 'bs': 'mesh 24/365 interfaces'};8238.0
213;{'name': 'Wiley Inc', 'catchPhrase': 'Face-to-face tangible paradigm', 'bs': 'harness vertical synergies'};5356.0
215;{'name': 'Sawyer, Campbell and Smith', 'catchPhrase': 'Persevering contextually-based frame', 'bs': 'maximize integrated applications'};2087.0
216;{'name': 'Andrews-Huang', 'catchPhrase': 'Grass-roots bottom-line moderator', 'bs': 'matrix value-added schemas'};25758.0
217;{'name': 'Hess-Griffin', 'catchPhrase': 'Profound homogeneous moratorium', 'bs': 'target killer convergence'};756.0
220;{'name': 'Park Inc', 'catchPhrase': 'Re-contextualized 24hour installation', 'bs': 'e-enable proactive models'};16617.0
221;{'name': 'Willis Group', 'catchPhrase': 'Horizontal upward-trending adapter', 'bs': 'optimize extensible networks'};8240.0
222;{'name': 'Warner, Herring and Warren', 'catchPhrase': 'Function-based client-server access', 'bs': 'architect revolutionary e-commerce'};24426.0
224;{'name': 'Medina Inc', 'catchPhrase': 'Ameliorated incremental capability', 'bs': 'monetize scalable bandwidth'};15916.0
225;{'name': 'Harris-Wiley', 'catchPhrase': 'Horizontal intermediate system engine', 'bs': 'evolve distributed functionalities'};19722.0
226;{'name': 'Dyer, Kelly and Thomas', 'catchPhrase': 'Front-line bandwidth-monitored website', 'bs': 'iterate magnetic interfaces'};7117.0
227;{'name': 'Martinez and Sons', 'catchPhrase': 'Ameliorated multimedia paradigm', 'bs': 'syndicate impactful markets'};12125.0
228;{'name': 'Kline-Little', 'catchPhrase': 'Synergized national website', 'bs': 'innovate back-end schemas'};4572.0
229;{'name': 'Walters-Anderson', 'catchPhrase': 'Synchronized didactic architecture', 'bs': 'revolutionize integrated models'};9424.0
230;{'name': 'Cox-Gonzalez', 'catchPhrase': 'Profit-focused value-added emulation', 'bs': 'repurpose front-end functionalities'};13397.0
231;{'name': 'Hill-Flores', 'catchPhrase': 'Up-sized intermediate infrastructure', 'bs': 'whiteboard cutting-edge e-business'};3433.0
234;{'name': 'Lambert, Hughes and Torres', 'catchPhrase': 'Diverse empowering superstructure', 'bs': 'extend visionary niches'};15382.0
239;{'name': 'Edwards, Mann and Perez', 'catchPhrase': 'Public-key dedicated flexibility', 'bs': 'aggregate holistic interfaces'};3872.0
240;{'name': 'Martinez, Wagner and King', 'catchPhrase': 'Self-enabling dynamic circuit', 'bs': 'generate synergistic channels'};8188.0
241;{'name': 'Hutchinson and Sons', 'catchPhrase': 'Secured radical architecture', 'bs': 'target dynamic web-readiness'};121.0
242;{'name': 'Graves, Walters and Adams', 'catchPhrase': 'Streamlined directional concept', 'bs': 'monetize sticky convergence'};289.0
243;{'name': 'Hooper-Morrison', 'catchPhrase': 'Sharable modular workforce', 'bs': 'deliver dot-com interfaces'};4386.0
244;{'name': 'Baker-Carpenter', 'catchPhrase': 'User-centric neutral extranet', 'bs': 'maximize cutting-edge experiences'};15997.0
246;{'name': 'Harris and Sons', 'catchPhrase': 'Reduced global strategy', 'bs': 'incentivize 24/365 partnerships'};15546.0
247;{'name': 'Watson PLC', 'catchPhrase': 'Assimilated secondary algorithm', 'bs': 'syndicate granular e-tailers'};13268.0
249;{'name': 'Brown Inc', 'catchPhrase': 'Distributed context-sensitive help-desk', 'bs': 'deploy one-to-one e-markets'};24822.0
250;{'name': 'Marshall-Miller', 'catchPhrase': 'Quality-focused disintermediate array', 'bs': 'engineer front-end relationships'};5884.0
251;{'name': 'Sharp Ltd', 'catchPhrase': 'Ameliorated web-enabled concept', 'bs': 'facilitate clicks-and-mortar e-business'};19379.0
252;{'name': 'Alvarez, Kirk and Nunez', 'catchPhrase': 'Future-proofed 24hour application', 'bs': 'enable distributed relationships'};18880.0
253;{'name': 'Ward-Brown', 'catchPhrase': 'Business-focused object-oriented Local Area Network', 'bs': 're-intermediate scalable web services'};20577.0
254;{'name': 'Harrison-Wright', 'catchPhrase': 'Streamlined asynchronous pricing structure', 'bs': 'disintermediate bricks-and-clicks mindshare'};25598.0
255;{'name': 'Williams, Shelton and Andrews', 'catchPhrase': 'Cross-group attitude-oriented Graphical User Interface', 'bs': 'innovate best-of-breed action-items'};21896.0
256;{'name': 'Perry-Mann', 'catchPhrase': 'Versatile solution-oriented concept', 'bs': 'empower extensible content'};3232.0
257;{'name': 'Acevedo, Castaneda and Hanson', 'catchPhrase': 'Inverse heuristic firmware', 'bs': 'utilize rich channels'};14847.0
258;{'name': 'Brandt Ltd', 'catchPhrase': 'Versatile mission-critical task-force', 'bs': 'repurpose revolutionary communities'};8499.0
259;{'name': 'Reid, Webster and Kim', 'catchPhrase': 'Enhanced foreground Graphic Interface', 'bs': 'utilize web-enabled bandwidth'};6344.0
261;{'name': 'Sanchez Group', 'catchPhrase': 'Up-sized discrete Local Area Network', 'bs': 'reinvent one-to-one communities'};22888.0
263;{'name': 'Thompson-Montgomery', 'catchPhrase': 'Synergized motivating groupware', 'bs': 'mesh bricks-and-clicks deliverables'};26018.0
264;{'name': 'Fisher LLC', 'catchPhrase': 'Synergized grid-enabled challenge', 'bs': 're-contextualize customized relationships'};21866.0
267;{'name': 'Armstrong LLC', 'catchPhrase': 'Synchronized grid-enabled open system', 'bs': 'enable mission-critical applications'};11155.0
268;{'name': 'Allen, Gaines and Hansen', 'catchPhrase': 'Self-enabling methodical knowledgebase', 'bs': 'disintermediate cross-media mindshare'};18018.0
272;{'name': 'Cross, Mann and Daniel', 'catchPhrase': 'Mandatory transitional challenge', 'bs': 'whiteboard clicks-and-mortar ROI'};11700.0
273;{'name': 'Hanna, Murray and Smith', 'catchPhrase': 'Focused interactive synergy', 'bs': 'productize B2B interfaces'};6226.0
275;{'name': 'Weiss Ltd', 'catchPhrase': 'Customer-focused 24hour architecture', 'bs': 'harness bleeding-edge content'};19758.0
276;{'name': 'Garcia LLC', 'catchPhrase': 'Balanced encompassing open system', 'bs': 'monetize mission-critical paradigms'};6854.0
277;{'name': 'Hartman-Rodriguez', 'catchPhrase': 'Self-enabling actuating strategy', 'bs': 'harness compelling bandwidth'};3505.0
278;{'name': 'Jenkins, Krueger and Olson', 'catchPhrase': 'User-friendly static software', 'bs': 'matrix B2C e-tailers'};22956.0
280;{'name': 'Johnson, Smith and Gonzalez', 'catchPhrase': 'Function-based motivating approach', 'bs': 'unleash distributed solutions'};10035.0
281;{'name': 'Fisher, Smith and Jacobs', 'catchPhrase': 'Multi-layered 24/7 access', 'bs': 'facilitate front-end users'};2434.0
282;{'name': 'Hammond, Larson and Miller', 'catchPhrase': 'Versatile disintermediate attitude', 'bs': 'engage scalable partnerships'};24305.0
284;{'name': 'Cervantes-Allison', 'catchPhrase': 'Fully-configurable clear-thinking implementation', 'bs': 'engage visionary e-tailers'};11440.0
285;{'name': 'Rodriguez-Robles', 'catchPhrase': 'Multi-tiered intangible algorithm', 'bs': 'redefine transparent systems'};14293.0
287;{'name': 'Beck, Mejia and Cook', 'catchPhrase': 'Multi-layered heuristic function', 'bs': 'visualize 24/365 infrastructures'};24834.0
288;{'name': 'Villegas-Vargas', 'catchPhrase': 'Automated value-added core', 'bs': 'synthesize 24/7 metrics'};10492.0
290;{'name': 'Morris Inc', 'catchPhrase': 'Optimized 6thgeneration approach', 'bs': 'architect visionary relationships'};22094.0
291;{'name': 'Wells, Hall and Stone', 'catchPhrase': 'Progressive next generation forecast', 'bs': 're-contextualize mission-critical e-services'};2603.0
292;{'name': 'Dodson, Hodges and Morales', 'catchPhrase': 'Progressive stable matrices', 'bs': 'extend global experiences'};23400.0
293;{'name': 'Bryant, White and Herrera', 'catchPhrase': 'Total scalable capacity', 'bs': 'synthesize user-centric portals'};24072.0
294;{'name': 'Sandoval Ltd', 'catchPhrase': 'Front-line asynchronous circuit', 'bs': 'strategize e-business partnerships'};19952.0
295;{'name': 'Golden, French and Adams', 'catchPhrase': 'Streamlined dynamic monitoring', 'bs': 'engineer impactful functionalities'};11764.0
296;{'name': 'Hanson-Ortiz', 'catchPhrase': 'Fully-configurable eco-centric function', 'bs': 'benchmark cross-media platforms'};11137.0
297;{'name': 'Lamb PLC', 'catchPhrase': 'Right-sized bandwidth-monitored implementation', 'bs': 'empower open-source users'};655.0
301;{'name': 'Johnson, Ramirez and Salinas', 'catchPhrase': 'Advanced radical matrices', 'bs': 'enable mission-critical communities'};14870.0
303;{'name': 'Callahan Inc', 'catchPhrase': 'Proactive needs-based task-force', 'bs': 'revolutionize 24/365 interfaces'};20891.0
305;{'name': 'Rodriguez-Mendoza', 'catchPhrase': 'Polarized reciprocal framework', 'bs': 'drive scalable methodologies'};20787.0
306;{'name': 'Stone Inc', 'catchPhrase': 'User-centric needs-based solution', 'bs': 'matrix front-end infrastructures'};24704.0
307;{'name': 'Griffin, Williams and Henderson', 'catchPhrase': 'Polarized systemic monitoring', 'bs': 'empower world-class partnerships'};16338.0
310;{'name': 'Pruitt-Hamilton', 'catchPhrase': 'Reverse-engineered leadingedge productivity', 'bs': 'incentivize next-generation convergence'};19185.0
311;{'name': 'Rasmussen LLC', 'catchPhrase': 'Secured local analyzer', 'bs': 'disintermediate collaborative applications'};10533.0
312;{'name': 'Martin and Sons', 'catchPhrase': 'Progressive composite pricing structure', 'bs': 'deploy integrated e-business'};3068.0
313;{'name': 'Dean, Brown and Smith', 'catchPhrase': 'Upgradable local access', 'bs': 'enhance impactful infrastructures'};4300.0
314;{'name': 'Glass, Lewis and Hicks', 'catchPhrase': 'Organic zero administration website', 'bs': 're-intermediate impactful content'};12372.0
315;{'name': 'Perry-Jones', 'catchPhrase': 'Grass-roots secondary utilization', 'bs': 'implement compelling initiatives'};17949.0
316;{'name': 'Cobb Group', 'catchPhrase': 'Universal zero administration software', 'bs': 'envisioneer world-class initiatives'};22117.0
320;{'name': 'Pitts-Thompson', 'catchPhrase': 'Versatile dedicated emulation', 'bs': 'integrate cross-platform users'};21049.0
322;{'name': 'Valencia, Martin and Rodriguez', 'catchPhrase': 'Progressive intangible synergy', 'bs': 'engage open-source initiatives'};8888.0
326;{'name': 'Taylor, Barber and Lopez', 'catchPhrase': 'Seamless system-worthy matrices', 'bs': 'productize revolutionary schemas'};6684.0
327;{'name': 'Thomas-Graham', 'catchPhrase': 'Exclusive executive alliance', 'bs': 'matrix bricks-and-clicks schemas'};23624.0
331;{'name': 'Robinson and Sons', 'catchPhrase': 'Digitized solution-oriented initiative', 'bs': 'iterate best-of-breed applications'};23316.0
333;{'name': 'Cole LLC', 'catchPhrase': 'Intuitive demand-driven product', 'bs': 'seize customized vortals'};20839.0
334;{'name': 'Hansen, Hamilton and Martinez', 'catchPhrase': 'Realigned value-added attitude', 'bs': 'redefine robust info-mediaries'};24385.0
336;{'name': 'Bowers Ltd', 'catchPhrase': 'Front-line fault-tolerant data-warehouse', 'bs': 'visualize clicks-and-mortar e-tailers'};19184.0
337;{'name': 'Sharp-White', 'catchPhrase': 'Synchronized local software', 'bs': 're-intermediate cross-media ROI'};518.0
342;{'name': 'Henry Ltd', 'catchPhrase': 'Team-oriented intermediate architecture', 'bs': 'strategize end-to-end functionalities'};7187.0
343;{'name': 'Perkins-Garcia', 'catchPhrase': 'Horizontal holistic methodology', 'bs': 'transform leading-edge niches'};15531.0
344;{'name': 'Peters-Gordon', 'catchPhrase': 'Ergonomic client-server structure', 'bs': 'revolutionize seamless relationships'};3502.0
345;{'name': 'Montgomery-Thompson', 'catchPhrase': 'Optional 5thgeneration portal', 'bs': 'benchmark web-enabled platforms'};9326.0
348;{'name': 'Cuevas, Anderson and Hickman', 'catchPhrase': 'Cross-platform holistic groupware', 'bs': 'exploit collaborative infrastructures'};3856.0
349;{'name': 'Strickland-Fleming', 'catchPhrase': 'Open-source impactful analyzer', 'bs': 'incubate granular architectures'};24570.0
351;{'name': 'Garrett PLC', 'catchPhrase': 'Managed explicit circuit', 'bs': 'cultivate dynamic niches'};9118.0
352;{'name': 'Smith LLC', 'catchPhrase': 'Intuitive optimizing pricing structure', 'bs': 'embrace interactive relationships'};23272.0
354;{'name': 'White-Cruz', 'catchPhrase': 'Customizable bandwidth-monitored focus group', 'bs': 'incubate magnetic mindshare'};310.0
355;{'name': 'Johnson, Anderson and Campbell', 'catchPhrase': 'Total demand-driven knowledgebase', 'bs': 'generate seamless portals'};25152.0
